Timestamp	Question	Model	LLM_time	SQL_time	Rows	Columns	Rows_equality	Columns_equality	Datasets_equality	Total_tokens	Prompt_tokens	Completion_tokens	Cost_total_EUR	Cost_input_tokens_EUR	Cost_output_tokens_EUR
2025-06-29 19:18:45	6	grok-3	3.8	1.6	10	3	1.0	1.0	1.0	1845	1699	146	0.007287	0.005097	0.00219
2025-06-29 19:18:49	7	grok-3	1.8	2.0	7	3	1.0	1.0	1.0	1638	1559	79	0.005862	0.004677	0.001185
2025-06-29 19:18:54	8	grok-3	2.4	2.7	3	4	1.0	1.0	1.0	1798	1679	119	0.006822	0.005037	0.001785
2025-06-29 19:19:01	9	grok-3	3.6	2.9	4	3	1.0	1.0	1.0	1849	1719	130	0.007107	0.005157	0.00195
2025-06-29 19:19:05	10	grok-3	2.3	2.3	19	4	1.0	1.0	1.0	1739	1640	99	0.006405	0.00492	0.001485
2025-06-29 19:19:13	11	grok-3	1.7	6.1	15	2	1.0	1.0	1.0	1887	1827	60	0.006381	0.005481	0.0009
2025-06-29 19:19:17	12	grok-3	1.8	1.5	3	2	1.0	1.0	1.0	1596	1532	64	0.005556	0.004596	0.00096
2025-06-29 19:19:21	13	grok-3	3.0	1.3	6	4	1.0	1.0	1.0	1890	1644	246	0.008622	0.004932	0.00369
2025-06-29 19:19:25	14	grok-3	2.5	1.6	3	3	1.0	1.0	1.0	1844	1706	138	0.007188	0.005118	0.00207
2025-06-29 19:19:33	15	grok-3	4.6	3.1	4	13	1.0	1.0	1.0	1891	1536	355	0.009933	0.004608	0.005325
2025-06-29 19:19:40	16	grok-3	4.7	2.0	20	6	1.0	1.0	1.0	2077	1721	356	0.010503	0.005163	0.00534
2025-06-29 19:19:46	17	grok-3	4.2	2.3	16	6	1.0	0.83	0.0	2021	1762	259	0.009171	0.005286	0.003885
2025-06-29 19:19:52	18	grok-3	3.8	2.5	122	6	1.0	0.83	0.0	1963	1731	232	0.008673	0.005193	0.00348
2025-06-29 19:20:02	19	grok-3	4.3	5.2	105	7	1.0	1.0	1.0	2441	2174	267	0.010527	0.006522	0.004005
2025-06-29 19:20:10	20	grok-3	3.0	4.8	1501	5	1.0	1.0	1.0	2339	2164	175	0.009117	0.006492	0.002625
2025-06-29 19:20:17	1	grok-3-mini	5.2	1.5	4	4	1.0	1.0	1.0	2436	1622	120	0.000558	0.000405	0.000152
2025-06-29 19:20:31	2	grok-3-mini	12.8	1.2	5	4	1.0	1.0	1.0	3282	1532	102	0.000513	0.000383	0.00013
2025-06-29 19:20:43	3	grok-3-mini	4.8	7.5	5	3	1.0	1.0	1.0	2572	1810	69	0.00054	0.000452	8.8e-05
2025-06-29 19:21:05	4	grok-3-mini	16.5	5.5	15	4	1.0	1.0	1.0	4951	2137	278	0.000887	0.000534	0.000353
2025-06-29 19:21:41	5	grok-3-mini	31.6	4.1	123	3	1.0	0.5	0.0	7622	2155	243	0.000847	0.000539	0.000309
2025-06-29 19:21:51	6	grok-3-mini	8.4	1.6	10	3	1.0	1.0	1.0	3153	1700	145	0.000609	0.000425	0.000184
2025-06-29 19:22:02	7	grok-3-mini	8.7	2.0	7	3	1.0	1.0	1.0	3029	1560	89	0.000503	0.00039	0.000113
2025-06-29 19:22:11	8	grok-3-mini	7.7	1.8	3	4	1.0	1.0	1.0	2991	1680	124	0.000577	0.00042	0.000157
2025-06-29 19:22:39	9	grok-3-mini	25.4	1.9	4	3	1.0	1.0	1.0	6358	1720	145	0.000614	0.00043	0.000184
2025-06-29 19:22:56	10	grok-3-mini	15.1	2.4	19	4	1.0	1.0	1.0	3576	1641	112	0.000552	0.00041	0.000142
2025-06-29 19:23:15	11	grok-3-mini	11.6	6.7	15	2	1.0	1.0	1.0	3608	1828	55	0.000527	0.000457	7e-05
2025-06-29 19:23:24	12	grok-3-mini	7.8	1.6	3	2	1.0	1.0	1.0	2798	1533	71	0.000473	0.000383	9e-05
2025-06-29 19:23:34	13	grok-3-mini	7.7	2.2	6	4	1.0	1.0	1.0	2949	1645	223	0.000694	0.000411	0.000283
2025-06-29 19:23:53	14	grok-3-mini	17.1	1.7	3	3	1.0	1.0	1.0	4560	1707	159	0.000629	0.000427	0.000202
2025-06-29 19:24:24	15	grok-3-mini	30.2	0.0	0	0	0.0	0.0	0.0	5365	1537	249	0.0007	0.000384	0.000316
2025-06-29 19:24:53	16	grok-3-mini	26.6	2.0	20	6	1.0	1.0	1.0	6542	1722	361	0.000889	0.000431	0.000458
2025-06-29 19:25:18	17	grok-3-mini	23.2	2.2	16	6	1.0	0.83	0.0	5981	1763	257	0.000767	0.000441	0.000326
2025-06-29 19:25:52	18	grok-3-mini	31.0	2.7	122	6	1.0	1.0	1.0	5594	1732	194	0.000679	0.000433	0.000246
2025-06-29 19:26:11	19	grok-3-mini	14.0	5.3	105	7	1.0	1.0	1.0	4585	2175	288	0.00091	0.000544	0.000366
2025-06-29 19:26:41	20	grok-3-mini	24.5	5.1	1501	5	1.0	0.6	0.0	5738	2165	190	0.000783	0.000541	0.000241
2025-06-29 19:26:50	1	Phi-3-medium-128k-instruct	7.8	0.0	0	0	0.0	0.0	0.0	425	39	386	0.000237	6e-06	0.000232
2025-06-29 19:26:55	2	Phi-3-medium-128k-instruct	3.1	0.0	0	0	0.0	0.0	0.0	186	35	151	9.6e-05	5e-06	9.1e-05
2025-06-29 19:27:00	3	Phi-3-medium-128k-instruct	3.8	0.0	0	0	0.0	0.0	0.0	222	27	195	0.000121	4e-06	0.000117
2025-06-29 19:27:07	4	Phi-3-medium-128k-instruct	6.3	0.0	0	0	0.0	0.0	0.0	395	50	345	0.000214	7e-06	0.000207
2025-06-29 19:27:14	5	Phi-3-medium-128k-instruct	5.4	0.0	0	0	0.0	0.0	0.0	357	67	290	0.000184	1e-05	0.000174
2025-06-29 19:27:21	6	Phi-3-medium-128k-instruct	6.7	0.0	0	0	0.0	0.0	0.0	439	80	359	0.000227	1.2e-05	0.000215
2025-06-29 19:27:33	7	Phi-3-medium-128k-instruct	10.6	0.0	0	0	0.0	0.0	0.0	665	81	584	0.000363	1.2e-05	0.00035
2025-06-29 19:27:39	8	Phi-3-medium-128k-instruct	4.5	0.0	0	0	0.0	0.0	0.0	281	47	234	0.000147	7e-06	0.00014
2025-06-29 19:27:46	9	Phi-3-medium-128k-instruct	5.6	0.0	0	0	0.0	0.0	0.0	353	51	302	0.000189	8e-06	0.000181
2025-06-29 19:27:54	10	Phi-3-medium-128k-instruct	7.8	0.0	0	0	0.0	0.0	0.0	481	57	424	0.000263	9e-06	0.000254
2025-06-29 19:28:02	11	Phi-3-medium-128k-instruct	6.5	0.0	0	0	0.0	0.0	0.0	394	47	347	0.000215	7e-06	0.000208
2025-06-29 19:28:07	12	Phi-3-medium-128k-instruct	4.2	0.0	0	0	0.0	0.0	0.0	270	51	219	0.000139	8e-06	0.000131
2025-06-29 19:28:18	13	Phi-3-medium-128k-instruct	9.4	0.0	0	0	0.0	0.0	0.0	595	67	528	0.000327	1e-05	0.000317
2025-06-29 19:28:27	14	Phi-3-medium-128k-instruct	7.8	0.0	0	0	0.0	0.0	0.0	410	40	370	0.000228	6e-06	0.000222
2025-06-29 19:28:35	15	Phi-3-medium-128k-instruct	6.6	0.0	0	0	0.0	0.0	0.0	413	55	358	0.000223	8e-06	0.000215
2025-06-29 19:28:44	16	Phi-3-medium-128k-instruct	8.4	0.0	0	0	0.0	0.0	0.0	562	99	463	0.000293	1.5e-05	0.000278
2025-06-29 19:29:32	17	Phi-3-medium-128k-instruct	46.8	0.0	0	0	0.0	0.0	0.0	531	104	427	0.000272	1.6e-05	0.000256
2025-06-29 19:29:43	18	Phi-3-medium-128k-instruct	9.7	0.0	0	0	0.0	0.0	0.0	595	62	533	0.000329	9e-06	0.00032
2025-06-29 19:29:52	19	Phi-3-medium-128k-instruct	7.4	0.0	0	0	0.0	0.0	0.0	474	69	405	0.000253	1e-05	0.000243
2025-06-29 19:30:01	20	Phi-3-medium-128k-instruct	7.8	0.0	0	0	0.0	0.0	0.0	507	81	426	0.000268	1.2e-05	0.000256
2025-06-29 19:30:04	1	gpt-4.1	1.3	1.5	4	4	1.0	1.0	1.0	1764	1644	120	0.004248	0.003288	0.00096
2025-06-29 19:30:06	2	gpt-4.1	1.2	1.1	5	4	1.0	1.0	1.0	1656	1553	103	0.00393	0.003106	0.000824
2025-06-29 19:30:15	3	gpt-4.1	0.9	7.6	5	3	1.0	1.0	1.0	1906	1837	69	0.004226	0.003674	0.000552
2025-06-29 19:30:18	4	gpt-4.1	2.3	0.0	0	0	0.0	0.0	0.0	2408	2165	243	0.006274	0.00433	0.001944
2025-06-29 19:30:24	5	gpt-4.1	2.6	3.5	123	4	1.0	0.75	0.0	2410	2185	225	0.00617	0.00437	0.0018
2025-06-29 19:30:27	6	gpt-4.1	1.6	1.4	10	3	1.0	1.0	1.0	1869	1724	145	0.004608	0.003448	0.00116
2025-06-29 19:30:30	7	gpt-4.1	1.0	2.2	7	3	1.0	1.0	1.0	1667	1582	85	0.003844	0.003164	0.00068
2025-06-29 19:30:34	8	gpt-4.1	1.6	1.6	3	4	1.0	1.0	1.0	1825	1702	123	0.004388	0.003404	0.000984
2025-06-29 19:30:37	9	gpt-4.1	1.8	1.9	4	3	1.0	1.0	1.0	1874	1743	131	0.004534	0.003486	0.001048
2025-06-29 19:30:41	10	gpt-4.1	1.1	2.4	19	4	1.0	1.0	1.0	1772	1663	109	0.004198	0.003326	0.000872
2025-06-29 19:30:48	11	gpt-4.1	1.0	6.5	15	2	1.0	1.0	1.0	1920	1855	65	0.00423	0.00371	0.00052
2025-06-29 19:30:51	12	gpt-4.1	1.0	1.5	3	2	1.0	1.0	1.0	1619	1555	64	0.003622	0.00311	0.000512
2025-06-29 19:30:54	13	gpt-4.1	1.8	1.3	6	4	1.0	1.0	1.0	1937	1667	270	0.005494	0.003334	0.00216
2025-06-29 19:30:57	14	gpt-4.1	1.4	1.6	3	5	1.0	1.0	1.0	1899	1730	169	0.004812	0.00346	0.001352
2025-06-29 19:31:02	15	gpt-4.1	2.9	1.6	4	13	1.0	1.0	1.0	2016	1559	457	0.006774	0.003118	0.003656
2025-06-29 19:31:08	16	gpt-4.1	4.1	2.0	20	6	1.0	1.0	1.0	2116	1744	372	0.006464	0.003488	0.002976
2025-06-29 19:31:12	17	gpt-4.1	2.4	2.1	16	6	1.0	0.83	0.0	2071	1787	284	0.005846	0.003574	0.002272
2025-06-29 19:31:17	18	gpt-4.1	1.6	2.9	122	6	1.0	1.0	1.0	1948	1754	194	0.00506	0.003508	0.001552
2025-06-29 19:31:25	19	gpt-4.1	3.3	5.2	105	7	1.0	1.0	1.0	2588	2204	384	0.00748	0.004408	0.003072
2025-06-29 19:31:32	20	gpt-4.1	1.9	4.2	1501	5	1.0	1.0	1.0	2389	2193	196	0.005954	0.004386	0.001568
2025-06-29 19:31:35	1	gpt-4.1-mini	2.2	1.5	4	4	1.0	1.0	1.0	1764	1644	120	0.00085	0.000658	0.000192
2025-06-29 19:31:38	2	gpt-4.1-mini	1.5	1.1	5	4	1.0	1.0	1.0	1655	1553	102	0.000784	0.000621	0.000163
2025-06-29 19:31:47	3	gpt-4.1-mini	1.0	8.0	5	3	1.0	1.0	1.0	1907	1837	70	0.000847	0.000735	0.000112
2025-06-29 19:31:56	4	gpt-4.1-mini	3.2	5.8	15	4	1.0	1.0	1.0	2489	2165	324	0.001384	0.000866	0.000518
2025-06-29 19:32:00	5	gpt-4.1-mini	2.2	0.0	0	0	0.0	0.0	0.0	2414	2185	229	0.00124	0.000874	0.000366
2025-06-29 19:32:03	6	gpt-4.1-mini	1.7	1.5	10	3	1.0	1.0	1.0	1872	1724	148	0.000926	0.00069	0.000237
2025-06-29 19:32:06	7	gpt-4.1-mini	1.3	1.8	7	3	1.0	1.0	1.0	1660	1582	78	0.000758	0.000633	0.000125
2025-06-29 19:32:10	8	gpt-4.1-mini	2.0	1.6	3	4	1.0	1.0	1.0	1825	1702	123	0.000878	0.000681	0.000197
2025-06-29 19:32:13	9	gpt-4.1-mini	1.7	1.9	4	3	1.0	1.0	1.0	1902	1743	159	0.000952	0.000697	0.000254
2025-06-29 19:32:17	10	gpt-4.1-mini	1.9	2.2	19	4	1.0	1.0	1.0	1775	1663	112	0.000844	0.000665	0.000179
2025-06-29 19:32:25	11	gpt-4.1-mini	1.2	6.4	15	2	1.0	1.0	1.0	1911	1855	56	0.000832	0.000742	9e-05
2025-06-29 19:32:27	12	gpt-4.1-mini	1.1	1.4	3	2	1.0	1.0	1.0	1619	1555	64	0.000724	0.000622	0.000102
2025-06-29 19:32:31	13	gpt-4.1-mini	2.8	1.3	6	4	1.0	1.0	1.0	1892	1667	225	0.001027	0.000667	0.00036
2025-06-29 19:32:35	14	gpt-4.1-mini	1.7	2.1	3	3	1.0	1.0	1.0	1858	1730	128	0.000897	0.000692	0.000205
2025-06-29 19:32:40	15	gpt-4.1-mini	2.6	1.8	4	13	1.0	0.15	0.0	1867	1559	308	0.001116	0.000624	0.000493
2025-06-29 19:32:46	16	gpt-4.1-mini	4.0	1.9	20	6	1.0	0.83	0.0	2103	1744	359	0.001272	0.000698	0.000574
2025-06-29 19:32:51	17	gpt-4.1-mini	2.8	2.1	16	6	1.0	0.83	0.0	2116	1787	329	0.001241	0.000715	0.000526
2025-06-29 19:32:57	18	gpt-4.1-mini	2.8	4.0	122	6	1.0	1.0	1.0	2077	1754	323	0.001218	0.000702	0.000517
2025-06-29 19:33:05	19	gpt-4.1-mini	2.4	4.8	105	7	1.0	1.0	1.0	2497	2204	293	0.00135	0.000882	0.000469
2025-06-29 19:33:11	20	gpt-4.1-mini	2.0	4.2	1501	5	1.0	1.0	1.0	2424	2193	231	0.001247	0.000877	0.00037
2025-06-29 19:33:15	1	Llama-3.3-70B-Instruct	2.0	1.6	4	4	1.0	1.0	1.0	1781	1652	129	0.01017	0.009912	0.000258
2025-06-29 19:33:19	2	Llama-3.3-70B-Instruct	3.3	1.2	5	4	1.0	1.0	1.0	1680	1567	113	0.009628	0.009402	0.000226
2025-06-29 19:33:37	3	Llama-3.3-70B-Instruct	3.5	13.8	5	3	1.0	1.0	1.0	1931	1844	87	0.011238	0.011064	0.000174
2025-06-29 19:33:53	4	Llama-3.3-70B-Instruct	11.6	4.8	15	4	1.0	1.0	0.33	2374	2164	210	0.013404	0.012984	0.00042
2025-06-29 19:34:08	5	Llama-3.3-70B-Instruct	11.2	3.9	123	4	1.0	0.75	0.0	2392	2181	211	0.013508	0.013086	0.000422
2025-06-29 19:34:15	6	Llama-3.3-70B-Instruct	5.7	1.6	10	4	1.0	1.0	1.0	1910	1734	176	0.010756	0.010404	0.000352
2025-06-29 19:34:21	7	Llama-3.3-70B-Instruct	3.1	2.0	7	3	1.0	1.0	1.0	1676	1592	84	0.00972	0.009552	0.000168
2025-06-29 19:34:32	8	Llama-3.3-70B-Instruct	9.3	1.9	3	4	1.0	1.0	1.0	1839	1709	130	0.010514	0.010254	0.00026
2025-06-29 19:36:51	9	Llama-3.3-70B-Instruct	137.3	2.1	4	3	1.0	1.0	1.0	1899	1752	147	0.010806	0.010512	0.000294
2025-06-29 19:37:06	10	Llama-3.3-70B-Instruct	12.6	2.3	19	4	1.0	1.0	1.0	1783	1670	113	0.010246	0.01002	0.000226
2025-06-29 19:38:56	11	Llama-3.3-70B-Instruct	95.3	14.1	15	3	1.0	0.0	0.0	1949	1862	87	0.011346	0.011172	0.000174
2025-06-29 19:39:00	12	Llama-3.3-70B-Instruct	2.7	1.5	3	2	1.0	1.0	1.0	1639	1565	74	0.009538	0.00939	0.000148
2025-06-29 19:40:57	13	Llama-3.3-70B-Instruct	115.6	1.5	6	4	1.0	1.0	1.0	1880	1674	206	0.010456	0.010044	0.000412
2025-06-29 19:41:05	14	Llama-3.3-70B-Instruct	5.5	2.2	3	3	1.0	1.0	1.0	1883	1738	145	0.010718	0.010428	0.00029
2025-06-29 19:41:17	15	Llama-3.3-70B-Instruct	8.3	3.5	4	13	1.0	1.0	1.0	1891	1569	322	0.010058	0.009414	0.000644
2025-06-29 19:42:44	16	Llama-3.3-70B-Instruct	86.1	0.0	0	0	0.0	0.0	0.0	2141	1752	389	0.01129	0.010512	0.000778
2025-06-29 19:42:55	17	Llama-3.3-70B-Instruct	8.7	2.3	16	6	1.0	0.83	0.0	2062	1795	267	0.011304	0.01077	0.000534
2025-06-29 19:43:03	18	Llama-3.3-70B-Instruct	5.1	2.7	122	5	1.0	0.67	0.0	1956	1762	194	0.01096	0.010572	0.000388
2025-06-29 19:43:12	19	Llama-3.3-70B-Instruct	7.9	0.0	0	0	0.0	0.0	0.0	2438	2201	237	0.01368	0.013206	0.000474
2025-06-29 19:43:49	20	Llama-3.3-70B-Instruct	32.9	4.4	1501	5	1.0	1.0	1.0	2397	2192	205	0.013562	0.013152	0.00041
2025-06-29 19:43:53	1	Llama-4-Maverick-17B-128E-Instruct-FP8	1.6	1.5	4	4	1.0	1.0	1.0	1773	1645	128	0.000278	0.000214	6.4e-05
2025-06-29 19:43:55	2	Llama-4-Maverick-17B-128E-Instruct-FP8	1.5	1.1	5	4	1.0	1.0	1.0	1654	1554	100	0.000252	0.000202	5e-05
2025-06-29 19:44:04	3	Llama-4-Maverick-17B-128E-Instruct-FP8	1.1	7.5	5	3	1.0	1.0	1.0	1905	1836	69	0.000273	0.000239	3.4e-05
2025-06-29 19:44:11	4	Llama-4-Maverick-17B-128E-Instruct-FP8	2.7	4.7	15	4	1.0	1.0	1.0	2427	2164	263	0.000413	0.000281	0.000131
2025-06-29 19:44:18	5	Llama-4-Maverick-17B-128E-Instruct-FP8	2.9	3.5	942	4	0.0	0.25	0.0	2468	2185	283	0.000426	0.000284	0.000141
2025-06-29 19:44:23	6	Llama-4-Maverick-17B-128E-Instruct-FP8	3.5	1.6	10	3	1.0	1.0	1.0	1872	1725	147	0.000298	0.000224	7.3e-05
2025-06-29 19:44:26	7	Llama-4-Maverick-17B-128E-Instruct-FP8	1.2	1.9	7	3	1.0	1.0	1.0	1662	1583	79	0.000245	0.000206	3.9e-05
2025-06-29 19:44:29	8	Llama-4-Maverick-17B-128E-Instruct-FP8	1.5	1.8	3	4	1.0	1.0	1.0	1825	1703	122	0.000282	0.000221	6.1e-05
