Timestamp	Question	Model	LLM_time	SQL_time	Rows	Columns	Rows_equality	Columns_equality	Datasets_equality	Total_tokens	Prompt_tokens	Completion_tokens	Cost_total_EUR	Cost_input_tokens_EUR	Cost_output_tokens_EUR
2025-07-05 14:19:52	11	gpt-4o-mini	1.3	3.0	15	2	1.0	1.0	1.0	2095	2034	61	0.000342	0.000305	3.7e-05
2025-07-05 14:19:54	12	gpt-4o-mini	1.4	0.1	3	2	1.0	1.0	1.0	1799	1734	65	0.000299	0.00026	3.9e-05
2025-07-05 14:20:02	13	gpt-4o-mini	2.1	1.0	758246	4	1.0	1.0	1.0	2042	1846	196	0.000394	0.000277	0.000118
2025-07-05 14:20:04	14	gpt-4o-mini	1.8	0.1	0	3	0.0	1.0	0.0	2016	1909	107	0.000351	0.000286	6.4e-05
2025-07-05 14:20:07	15	gpt-4o-mini	3.1	0.1	4	13	1.0	1.0	1.0	2095	1738	357	0.000475	0.000261	0.000214
2025-07-05 14:20:10	16	gpt-4o-mini	3.0	0.0	0	0	0.0	0.0	0.0	2287	1923	364	0.000507	0.000288	0.000218
2025-07-05 14:20:13	17	gpt-4o-mini	2.4	0.2	24	5	1.0	0.67	0.0	2180	1966	214	0.000423	0.000295	0.000128
2025-07-05 14:20:16	18	gpt-4o-mini	2.5	0.6	175	6	1.0	1.0	1.0	2114	1933	181	0.000399	0.00029	0.000109
2025-07-05 14:20:19	19	gpt-4o-mini	2.5	0.0	0	0	0.0	0.0	0.0	2604	2383	221	0.00049	0.000357	0.000133
2025-07-05 14:20:21	20	gpt-4o-mini	1.9	0.0	0	0	0.0	0.0	0.0	2528	2372	156	0.000449	0.000356	9.4e-05
2025-07-05 14:20:25	1	grok-3	3.7	0.2	24	4	1.0	1.0	1.0	1923	1800	123	0.007245	0.0054	0.001845
2025-07-05 14:20:28	2	grok-3	3.5	0.0	5	4	1.0	1.0	1.0	1815	1710	105	0.006705	0.00513	0.001575
2025-07-05 14:36:57	3	grok-3	2.1	986.4	5	3	1.0	1.0	1.0	2059	1988	71	0.007029	0.005964	0.001065
2025-07-05 14:37:05	4	grok-3	4.0	4.3	15	4	1.0	1.0	1.0	2531	2315	216	0.010185	0.006945	0.00324
2025-07-05 14:37:10	5	grok-3	3.9	0.5	942	4	0.0	0.0	0.0	2527	2333	194	0.009909	0.006999	0.00291
2025-07-05 14:37:12	6	grok-3	2.6	0.1	10	3	1.0	1.0	1.0	2025	1878	147	0.007839	0.005634	0.002205
2025-07-05 14:37:14	7	grok-3	2.0	0.1	7	3	1.0	0.67	0.0	1825	1738	87	0.006519	0.005214	0.001305
2025-07-05 14:37:17	8	grok-3	2.2	0.3	3	4	1.0	1.0	1.0	1973	1858	115	0.007299	0.005574	0.001725
2025-07-05 14:37:20	9	grok-3	2.6	0.1	6	3	1.0	1.0	1.0	2040	1898	142	0.007824	0.005694	0.00213
2025-07-05 14:37:26	10	grok-3	2.5	1.6	255868	4	1.0	1.0	1.0	1927	1819	108	0.007077	0.005457	0.00162
2025-07-05 14:37:31	11	grok-3	1.9	3.5	15	2	1.0	1.0	1.0	2067	2006	61	0.006933	0.006018	0.000915
2025-07-05 14:37:33	12	grok-3	1.9	0.1	3	2	1.0	1.0	1.0	1782	1711	71	0.006198	0.005133	0.001065
2025-07-05 14:37:45	13	grok-3	4.9	1.3	758246	4	1.0	1.0	1.0	2023	1823	200	0.008469	0.005469	0.003
2025-07-05 14:37:49	14	grok-3	3.9	0.1	12	3	1.0	1.0	1.0	2037	1885	152	0.007935	0.005655	0.00228
2025-07-05 14:37:56	15	grok-3	6.4	0.1	4	13	1.0	1.0	1.0	2114	1715	399	0.01113	0.005145	0.005985
2025-07-05 14:38:05	16	grok-3	8.8	0.0	0	0	0.0	0.0	0.0	2288	1900	388	0.01152	0.0057	0.00582
2025-07-05 14:38:10	17	grok-3	4.7	0.2	24	6	1.0	0.83	0.0	2206	1941	265	0.009798	0.005823	0.003975
2025-07-05 14:38:13	18	grok-3	3.1	0.5	175	6	1.0	0.83	0.0	2095	1910	185	0.008505	0.00573	0.002775
2025-07-05 14:38:24	19	grok-3	5.2	5.3	108	7	1.0	1.0	1.0	2638	2353	285	0.011334	0.007059	0.004275
2025-07-05 14:38:29	20	grok-3	3.8	1.4	4050	5	1.0	1.0	1.0	2531	2343	188	0.009849	0.007029	0.00282
2025-07-05 14:38:37	1	grok-3-mini	7.5	0.3	24	4	1.0	1.0	1.0	2920	1801	125	0.000609	0.00045	0.000159
2025-07-05 14:38:59	2	grok-3-mini	21.6	0.1	5	4	1.0	1.0	1.0	4729	1711	114	0.000573	0.000428	0.000145
2025-07-05 14:39:31	3	grok-3-mini	7.8	24.7	5	3	1.0	1.0	1.0	3320	1989	79	0.000598	0.000497	0.0001
2025-07-05 14:40:13	4	grok-3-mini	38.3	3.7	15	4	1.0	1.0	1.0	9012	2316	272	0.000924	0.000579	0.000345
2025-07-05 14:40:43	5	grok-3-mini	28.5	0.9	648	3	1.0	0.5	0.0	7156	2334	202	0.00084	0.000583	0.000257
2025-07-05 14:40:52	6	grok-3-mini	9.0	0.1	10	3	1.0	1.0	1.0	3369	1879	158	0.00067	0.00047	0.000201
2025-07-05 14:40:59	7	grok-3-mini	7.8	0.0	0	0	0.0	0.0	0.0	3054	1739	76	0.000531	0.000435	9.7e-05
2025-07-05 14:41:09	8	grok-3-mini	9.5	0.2	3	4	1.0	1.0	1.0	3521	1859	114	0.00061	0.000465	0.000145
2025-07-05 14:41:25	9	grok-3-mini	15.9	0.1	6	3	1.0	1.0	1.0	4748	1899	148	0.000663	0.000475	0.000188
2025-07-05 14:41:40	10	grok-3-mini	11.2	1.3	255868	4	1.0	1.0	1.0	3788	1820	112	0.000597	0.000455	0.000142
2025-07-05 14:41:53	11	grok-3-mini	11.3	2.5	15	2	1.0	1.0	1.0	3602	2007	65	0.000584	0.000502	8.3e-05
2025-07-05 14:42:03	12	grok-3-mini	9.3	0.1	3	2	1.0	1.0	1.0	3331	1712	75	0.000523	0.000428	9.5e-05
2025-07-05 14:42:21	13	grok-3-mini	8.7	3.7	758246	4	1.0	1.0	1.0	2945	1824	188	0.000695	0.000456	0.000239
2025-07-05 14:42:44	14	grok-3-mini	22.5	0.1	12	3	1.0	1.0	1.0	5383	1886	137	0.000645	0.000471	0.000174
2025-07-05 14:43:01	15	grok-3-mini	17.6	0.1	4	13	1.0	1.0	1.0	4543	1716	355	0.00088	0.000429	0.000451
2025-07-05 14:43:41	16	grok-3-mini	39.1	0.5	20	6	1.0	1.0	1.0	8074	1901	345	0.000913	0.000475	0.000438
2025-07-05 14:44:05	17	grok-3-mini	24.1	0.2	24	6	1.0	0.83	0.0	5454	1942	272	0.000831	0.000485	0.000345
2025-07-05 14:44:31	18	grok-3-mini	24.9	0.5	175	6	1.0	0.83	0.0	5947	1911	223	0.000761	0.000478	0.000283
2025-07-05 14:44:53	19	grok-3-mini	17.0	5.0	105	7	0.97	1.0	0.96	5279	2354	257	0.000915	0.000588	0.000326
2025-07-05 14:45:37	20	grok-3-mini	42.8	1.6	4050	5	1.0	0.6	0.0	10014	2344	221	0.000867	0.000586	0.000281
2025-07-05 14:45:43	1	Phi-3-medium-128k-instruct	6.1	0.0	0	0	0.0	0.0	0.0	361	39	322	0.000199	6e-06	0.000193
2025-07-05 14:45:48	2	Phi-3-medium-128k-instruct	4.3	0.0	0	0	0.0	0.0	0.0	254	35	219	0.000137	5e-06	0.000131
2025-07-05 14:45:51	3	Phi-3-medium-128k-instruct	3.3	0.0	0	0	0.0	0.0	0.0	185	27	158	9.9e-05	4e-06	9.5e-05
2025-07-05 14:45:59	4	Phi-3-medium-128k-instruct	8.4	0.0	0	0	0.0	0.0	0.0	511	50	461	0.000284	7e-06	0.000277
2025-07-05 14:46:06	5	Phi-3-medium-128k-instruct	6.7	0.0	0	0	0.0	0.0	0.0	431	67	364	0.000228	1e-05	0.000218
2025-07-05 14:46:12	6	Phi-3-medium-128k-instruct	6.1	0.0	0	0	0.0	0.0	0.0	405	80	325	0.000207	1.2e-05	0.000195
2025-07-05 14:46:19	7	Phi-3-medium-128k-instruct	7.0	0.0	0	0	0.0	0.0	0.0	464	81	383	0.000242	1.2e-05	0.00023
2025-07-05 14:46:24	8	Phi-3-medium-128k-instruct	4.3	0.0	0	0	0.0	0.0	0.0	273	47	226	0.000143	7e-06	0.000136
2025-07-05 14:46:35	9	Phi-3-medium-128k-instruct	10.8	0.0	0	0	0.0	0.0	0.0	657	51	606	0.000371	8e-06	0.000364
2025-07-05 14:46:42	10	Phi-3-medium-128k-instruct	7.0	0.0	0	0	0.0	0.0	0.0	434	57	377	0.000235	9e-06	0.000226
2025-07-05 14:46:46	11	Phi-3-medium-128k-instruct	4.7	0.0	0	0	0.0	0.0	0.0	295	47	248	0.000156	7e-06	0.000149
2025-07-05 14:46:51	12	Phi-3-medium-128k-instruct	5.0	0.0	0	0	0.0	0.0	0.0	316	51	265	0.000167	8e-06	0.000159
2025-07-05 14:46:59	13	Phi-3-medium-128k-instruct	7.2	0.0	0	0	0.0	0.0	0.0	460	67	393	0.000246	1e-05	0.000236
2025-07-05 14:47:04	14	Phi-3-medium-128k-instruct	5.4	0.0	0	0	0.0	0.0	0.0	331	40	291	0.000181	6e-06	0.000175
2025-07-05 14:47:10	15	Phi-3-medium-128k-instruct	6.2	0.0	0	0	0.0	0.0	0.0	391	55	336	0.00021	8e-06	0.000202
2025-07-05 14:47:20	16	Phi-3-medium-128k-instruct	9.6	0.0	0	0	0.0	0.0	0.0	628	99	529	0.000332	1.5e-05	0.000317
2025-07-05 14:47:29	17	Phi-3-medium-128k-instruct	8.9	0.0	0	0	0.0	0.0	0.0	598	104	494	0.000312	1.6e-05	0.000296
2025-07-05 15:16:39	18	Phi-3-medium-128k-instruct	1750.2	0.0	0	0	0.0	0.0	0.0	490	62	428	0.000266	9e-06	0.000257
2025-07-05 15:16:47	19	Phi-3-medium-128k-instruct	8.0	0.0	0	0	0.0	0.0	0.0	469	69	400	0.00025	1e-05	0.00024
2025-07-05 15:16:55	20	Phi-3-medium-128k-instruct	8.1	0.0	0	0	0.0	0.0	0.0	524	81	443	0.000278	1.2e-05	0.000266
2025-07-05 15:16:57	1	gpt-4.1	1.3	0.3	24	4	1.0	1.0	1.0	1936	1823	113	0.00455	0.003646	0.000904
2025-07-05 15:16:58	2	gpt-4.1	1.3	0.1	5	4	1.0	1.0	1.0	1837	1732	105	0.004304	0.003464	0.00084
2025-07-05 15:17:29	3	gpt-4.1	1.0	29.9	5	3	1.0	1.0	1.0	2087	2016	71	0.0046	0.004032	0.000568
2025-07-05 15:17:37	4	gpt-4.1	2.8	4.7	15	4	1.0	1.0	1.0	2644	2344	300	0.007088	0.004688	0.0024
2025-07-05 15:17:40	5	gpt-4.1	2.0	1.2	648	4	1.0	0.75	0.0	2569	2364	205	0.006368	0.004728	0.00164
2025-07-05 15:17:41	6	gpt-4.1	1.3	0.1	10	3	1.0	1.0	1.0	2051	1903	148	0.00499	0.003806	0.001184
2025-07-05 15:17:43	7	gpt-4.1	1.2	0.1	7	3	1.0	0.67	0.0	1842	1761	81	0.00417	0.003522	0.000648
2025-07-05 15:17:44	8	gpt-4.1	1.4	0.2	3	4	1.0	1.0	1.0	1999	1881	118	0.004706	0.003762	0.000944
2025-07-05 15:17:46	9	gpt-4.1	1.3	0.1	6	3	1.0	1.0	1.0	2059	1922	137	0.00494	0.003844	0.001096
2025-07-05 15:17:50	10	gpt-4.1	1.3	1.6	255868	4	1.0	0.75	0.0	1952	1842	110	0.004564	0.003684	0.00088
2025-07-05 15:17:54	11	gpt-4.1	1.2	3.0	15	2	1.0	1.0	1.0	2091	2034	57	0.004524	0.004068	0.000456
2025-07-05 15:17:55	12	gpt-4.1	1.0	0.1	3	2	1.0	1.0	1.0	1795	1734	61	0.003956	0.003468	0.000488
2025-07-05 15:18:05	13	gpt-4.1	1.9	2.1	758246	4	1.0	1.0	1.0	2053	1846	207	0.005348	0.003692	0.001656
2025-07-05 15:18:07	14	gpt-4.1	1.3	0.1	12	3	1.0	1.0	1.0	2043	1909	134	0.00489	0.003818	0.001072
2025-07-05 15:18:09	15	gpt-4.1	2.4	0.1	4	13	1.0	1.0	1.0	2143	1738	405	0.006716	0.003476	0.00324
2025-07-05 15:18:12	16	gpt-4.1	2.5	0.5	20	6	1.0	1.0	1.0	2244	1923	321	0.006414	0.003846	0.002568
2025-07-05 15:18:15	17	gpt-4.1	2.8	0.2	24	6	1.0	0.67	0.0	2254	1966	288	0.006236	0.003932	0.002304
2025-07-05 15:18:18	18	gpt-4.1	1.8	0.5	175	6	1.0	1.0	1.0	2120	1933	187	0.005362	0.003866	0.001496
2025-07-05 15:18:27	19	gpt-4.1	2.9	6.7	105	6	0.97	0.71	0.0	2679	2383	296	0.007134	0.004766	0.002368
2025-07-05 15:18:29	20	gpt-4.1	1.9	0.0	0	0	0.0	0.0	0.0	2548	2372	176	0.006152	0.004744	0.001408
2025-07-05 15:18:31	1	gpt-4.1-mini	1.3	0.3	24	4	1.0	1.0	1.0	1936	1823	113	0.00091	0.000729	0.000181
2025-07-05 15:18:32	2	gpt-4.1-mini	1.2	0.1	5	4	1.0	1.0	1.0	1839	1732	107	0.000864	0.000693	0.000171
2025-07-05 15:19:01	3	gpt-4.1-mini	1.1	27.4	5	3	1.0	1.0	1.0	2087	2016	71	0.00092	0.000806	0.000114
2025-07-05 15:19:08	4	gpt-4.1-mini	2.5	4.6	15	4	1.0	1.0	1.0	2641	2344	297	0.001413	0.000938	0.000475
2025-07-05 15:19:10	5	gpt-4.1-mini	1.6	1.2	648	3	1.0	0.5	0.0	2549	2364	185	0.001242	0.000946	0.000296
2025-07-05 15:19:13	6	gpt-4.1-mini	2.2	0.1	10	3	1.0	1.0	1.0	2052	1903	149	0.001	0.000761	0.000238
2025-07-05 15:19:14	7	gpt-4.1-mini	1.1	0.1	7	3	1.0	1.0	1.0	1831	1761	70	0.000816	0.000704	0.000112
2025-07-05 15:19:15	8	gpt-4.1-mini	1.4	0.2	3	4	1.0	1.0	1.0	1999	1881	118	0.000941	0.000752	0.000189
2025-07-05 15:19:18	9	gpt-4.1-mini	2.3	0.1	6	3	1.0	1.0	1.0	2059	1922	137	0.000988	0.000769	0.000219
2025-07-05 15:19:21	10	gpt-4.1-mini	1.3	1.1	255868	4	1.0	0.75	0.0	1954	1842	112	0.000916	0.000737	0.000179
2025-07-05 15:19:26	11	gpt-4.1-mini	1.2	3.3	15	2	1.0	1.0	1.0	2095	2034	61	0.000911	0.000814	9.8e-05
2025-07-05 15:19:27	12	gpt-4.1-mini	1.0	0.1	3	2	1.0	1.0	1.0	1799	1734	65	0.000798	0.000694	0.000104
2025-07-05 15:19:37	13	gpt-4.1-mini	1.6	1.6	758246	4	1.0	1.0	1.0	2041	1846	195	0.00105	0.000738	0.000312
2025-07-05 15:19:39	14	gpt-4.1-mini	2.1	0.1	12	3	1.0	1.0	1.0	2044	1909	135	0.00098	0.000764	0.000216
2025-07-05 15:19:42	15	gpt-4.1-mini	2.6	0.1	4	13	1.0	1.0	1.0	2089	1738	351	0.001257	0.000695	0.000562
2025-07-05 15:19:45	16	gpt-4.1-mini	2.7	0.6	20	6	1.0	0.83	0.0	2284	1923	361	0.001347	0.000769	0.000578
2025-07-05 15:19:47	17	gpt-4.1-mini	2.3	0.2	24	6	1.0	0.67	0.0	2219	1966	253	0.001191	0.000786	0.000405
2025-07-05 15:19:50	18	gpt-4.1-mini	1.7	0.7	175	6	1.0	1.0	1.0	2119	1933	186	0.001071	0.000773	0.000298
2025-07-05 15:19:52	19	gpt-4.1-mini	2.3	0.0	0	0	0.0	0.0	0.0	2682	2383	299	0.001432	0.000953	0.000478
2025-07-05 15:19:54	20	gpt-4.1-mini	1.6	0.0	0	0	0.0	0.0	0.0	2546	2372	174	0.001227	0.000949	0.000278
2025-07-05 15:19:56	1	Llama-3.3-70B-Instruct	2.1	0.2	24	4	1.0	1.0	1.0	1959	1830	129	0.011238	0.01098	0.000258
2025-07-05 15:19:58	2	Llama-3.3-70B-Instruct	2.0	0.0	5	4	1.0	1.0	1.0	1859	1745	114	0.010698	0.01047	0.000228
2025-07-05 15:20:28	3	Llama-3.3-70B-Instruct	1.8	28.4	5	3	1.0	1.0	1.0	2101	2022	79	0.01229	0.012132	0.000158
2025-07-05 15:20:34	4	Llama-3.3-70B-Instruct	5.1	0.0	0	4	0.0	1.0	0.0	2534	2343	191	0.01444	0.014058	0.000382
2025-07-05 15:20:42	5	Llama-3.3-70B-Instruct	7.1	1.1	648	4	1.0	0.75	0.0	2573	2360	213	0.014586	0.01416	0.000426
2025-07-05 15:20:45	6	Llama-3.3-70B-Instruct	3.5	0.1	10	3	1.0	1.0	1.0	2067	1913	154	0.011786	0.011478	0.000308
2025-07-05 15:20:48	7	Llama-3.3-70B-Instruct	2.1	0.1	7	3	1.0	0.67	0.0	1864	1770	94	0.010808	0.01062	0.000188
2025-07-05 15:20:51	8	Llama-3.3-70B-Instruct	3.1	0.2	3	4	1.0	1.0	1.0	2013	1888	125	0.011578	0.011328	0.00025
2025-07-05 15:20:54	9	Llama-3.3-70B-Instruct	3.1	0.1	6	3	1.0	1.0	1.0	2083	1930	153	0.011886	0.01158	0.000306
2025-07-05 15:21:02	10	Llama-3.3-70B-Instruct	4.7	1.3	255868	4	1.0	1.0	1.0	1952	1849	103	0.0113	0.011094	0.000206
2025-07-05 15:21:30	11	Llama-3.3-70B-Instruct	1.7	26.7	15	3	1.0	0.0	0.0	2120	2040	80	0.0124	0.01224	0.00016
2025-07-05 15:21:32	12	Llama-3.3-70B-Instruct	1.6	0.1	3	2	1.0	1.0	1.0	1823	1743	80	0.010618	0.010458	0.00016
2025-07-05 15:21:48	13	Llama-3.3-70B-Instruct	7.9	1.9	758246	4	1.0	1.0	1.0	2077	1852	225	0.011562	0.011112	0.00045
2025-07-05 15:21:51	14	Llama-3.3-70B-Instruct	2.5	0.1	12	3	1.0	1.0	1.0	2063	1916	147	0.01179	0.011496	0.000294
2025-07-05 15:21:59	15	Llama-3.3-70B-Instruct	8.1	0.1	4	13	1.0	1.0	1.0	2151	1748	403	0.011294	0.010488	0.000806
2025-07-05 15:22:05	16	Llama-3.3-70B-Instruct	5.8	0.0	0	0	0.0	0.0	0.0	2333	1930	403	0.012386	0.01158	0.000806
2025-07-05 15:22:10	17	Llama-3.3-70B-Instruct	5.3	0.2	24	6	1.0	0.67	0.0	2246	1973	273	0.012384	0.011838	0.000546
2025-07-05 15:22:14	18	Llama-3.3-70B-Instruct	3.0	0.5	175	5	1.0	0.67	0.0	2117	1940	177	0.011994	0.01164	0.000354
2025-07-05 15:22:25	19	Llama-3.3-70B-Instruct	11.1	0.0	0	0	0.0	0.0	0.0	2610	2379	231	0.014736	0.014274	0.000462
2025-07-05 15:22:28	20	Llama-3.3-70B-Instruct	3.4	0.0	0	0	0.0	0.0	0.0	2575	2370	205	0.01463	0.01422	0.00041
2025-07-05 15:22:30	1	Llama-4-Maverick-17B-128E-Instruct-FP8	1.6	0.3	24	4	1.0	1.0	1.0	1949	1820	129	0.000301	0.000237	6.4e-05
2025-07-05 15:22:31	2	Llama-4-Maverick-17B-128E-Instruct-FP8	1.3	0.0	5	4	1.0	1.0	1.0	1836	1729	107	0.000278	0.000225	5.3e-05
2025-07-05 15:23:02	3	Llama-4-Maverick-17B-128E-Instruct-FP8	1.3	29.0	5	3	1.0	1.0	1.0	2092	2011	81	0.000302	0.000261	4e-05
2025-07-05 15:23:09	4	Llama-4-Maverick-17B-128E-Instruct-FP8	2.3	5.3	15	4	1.0	1.0	1.0	2559	2339	220	0.000414	0.000304	0.00011
2025-07-05 15:23:13	5	Llama-4-Maverick-17B-128E-Instruct-FP8	2.4	1.4	648	4	1.0	0.75	0.0	2587	2360	227	0.00042	0.000307	0.000113
2025-07-05 15:23:15	6	Llama-4-Maverick-17B-128E-Instruct-FP8	1.8	0.1	10	3	1.0	0.67	0.0	2068	1900	168	0.000331	0.000247	8.4e-05
2025-07-05 15:23:16	7	Llama-4-Maverick-17B-128E-Instruct-FP8	1.2	0.1	7	3	1.0	0.67	0.0	1842	1758	84	0.000271	0.000229	4.2e-05
